"aback,game",6
"aback,play",2
"aback,team",2
"aback,time",2
"abanda,season",2
"abandon,game",2
"abbate,game",4
"aberdeen,golf",2
"abierto,time",1
"abilities,baseball",2
"abilities,golf",1
"abilities,league",1
"abilities,players",9
"abilities,season",2
"abilities,time",2
"abilities,year",2
"ability,baseball",15
"ability,game",30
"ability,golf",1
"ability,league",5
"ability,play",17
"ability,players",7
"ability,season",19
"ability,team",11
"ability,time",11
"ability,year",2
"abl,game",9
"abl,season",1
"abl,year",2
"abound,play",2
"abound,team",1
"aboushi,play",4
"abrams,golf",3
"abreg,year",4
"abroad,time",1
"abrupt,game",1
"abrupt,play",2
"abrupt,year",1
"absence,game",2
"absence,team",1
"absence,time",4
"absence,year",2
"absent,time",1
"absolute,league",3
"absolute,play",2
"absolute,players",2
"absolute,season",3
"absolute,team",2
"absolute,time",6
"absolute,year",2
"absolutely,game",1
"absolutely,league",2
"absolutely,play",4
"absolutely,season",1
"absolutely,team",2
"absolutely,year",3
"absorbed,season",1
"absorbed,team",1
"absorbs,game",1
"absorbs,play",1
"absorbs,team",1
"absurd,time",1
"abysmal,year",1
"academia,golf",2
"academic,baseball",7
"academic,game",10
"academic,golf",1
"academic,play",16
"academic,season",2
"academics,baseball",7
"academy,baseball",87
"academy,game",1
"academy,golf",1
"academy,league",9
"academy,play",44
"academy,players",13
"academy,season",4
"academy,team",7
"academy,time",3
"academy,year",37
"accelerate,team",1
"accelerated,game",2
"accelerated,league",1
"accelerated,play",1
"accelerated,season",1
"accelerates,league",1
"accelerates,players",1
"accelerating,game",1
"accelerating,league",1
"accelerating,play",1
"accelerating,time",1
"accents,players",2
"accept,baseball",2
"accept,game",3
"accept,golf",3
"accept,league",2
"accept,play",3
"accepted,golf",2
"accepted,league",1
"accepted,team",3
"accepted,time",1
"accepted,year",2
"access,baseball",14
"access,game",2
"access,golf",5
"access,play",9
"access,players",1
"access,season",1
"access,time",2
"access,year",1
"accessibility,game",2
"accessibility,golf",3
"accessible,game",1
"accessible,golf",1
"accessible,players",2
"accident,game",1
"accident,play",1
"accident,time",2
"accidentcertainly,play",1
"accidentcertainly,team",1
"acclimated,game",1
"acclimated,team",1
"acclimating,team",1
"accommodate,golf",1
"accommodate,play",1
"accommodate,players",3
"accommodation,golf",6
"accommodation,players",2
"accompanying,golf",2
"accomplish,baseball",2
"accomplish,game",11
"accomplish,play",2
"accomplish,year",3
"accomplished,game",1
"accomplished,golf",2
"accomplished,players",4
"accomplished,team",2
"accomplished,time",2
"accomplished,year",1
"accomplishment,game",1
"accomplishment,golf",1
"accomplishment,season",1
"accomplishment,team",2
"accomplishments,baseball",3
"accomplishments,golf",2
"accomplishments,time",1
"accomplishments,year",1
"account,baseball",2
"account,season",1
"account,year",2
"accountable,game",1
"accountable,golf",1
"accountable,players",2
"accountants,league",1
"accounted,game",2
"accounted,season",8
"accounted,team",4
"accounts,baseball",2
"accounts,game",1
"accounts,season",1
"accrue,time",1
"accrues,game",1
"accrues,time",1
"accumulated,team",3
"accumulated,year",2
"accumulates,season",1
"accuracy,season",1
"accuracy,time",1
"accuracy,year",1
"accurate,play",8
"accurate,season",1
"accurate,time",1
"accurately,baseball",2
"accurately,league",1
"accurately,players",3
"accurately,team",1
"accused,play",1
"accused,players",2
"accused,time",2
"accustomed,team",2
"ace,golf",2
"ace,league",1
"ace,season",2
"ace,team",3
"ace,time",1
"acesthis,game",3
"acesthis,season",1
"achangin,players",1
"achangin,season",2
"achangin,year",2
"ached,game",1
"achieve,game",4
"achieve,golf",2
"achieve,play",2
"achieve,players",1
"achieve,season",2
"achieve,team",2
"achieve,time",1
"achieve,year",4
"achieved,game",1
"achieved,play",2
"achieved,players",1
"achieved,time",1
"achievement,baseball",1
"achievement,golf",2
"achievement,play",1
"achievement,season",2
"achievements,time",2
"achieving,game",2
"achieving,golf",1
"achieving,time",2
"achieving,year",1
"achilles,game",2
"achilles,season",2
"achilles,year",2
"acknowledged,year",2
"acl,league",1
"acl,play",3
"acl,players",2
"acl,season",7
"acl,team",1
"acl,time",2
"acl,year",9
"acquaintance,golf",4
"acquaintance,time",2
"acquiescence,team",1
"acquire,golf",1
"acquire,season",2
"acquire,team",1
"acquired,league",1
"acquired,players",1
"acquired,season",9
"acquired,team",3
"acquired,year",4
"acquiring,team",1
"acquiring,time",1
"acquiring,year",2
"acquisition,golf",5
"acquisition,league",1
"acquisition,play",1
"acquisition,players",2
"acquisition,season",2
"acquisition,team",2
"acquisitions,players",1
"acquisitions,season",1
"acquisitions,time",1
"acquisitions,year",1
"acquitted,game",2
"acre,game",1
"acrefoot,golf",1
"acres,baseball",7
"acronyminspired,league",1
"acronyminspired,season",1
"acting,game",7
"acting,play",1
"acting,season",3
"acting,team",1
"acting,time",2
"acting,year",3
"action,baseball",5
"action,game",11
"action,golf",7
"action,league",1
"action,play",11
"action,players",5
"action,season",2
"action,team",6
"action,time",6
"action,year",3
"actions,game",3
"actions,league",1
"actions,play",2
"actions,season",1
"actions,team",1
"actions,time",1
"activated,game",9
"activated,play",2
"activated,team",1
"activation,baseball",7
"activation,league",7
"activation,play",7
"activations,year",14
"active,baseball",2
"active,game",2
"active,golf",8
"active,play",1
"active,players",4
"active,season",3
"active,team",2
"active,year",5
"actively,baseball",2
"actively,golf",1
"actively,players",1
"actively,season",1
"actively,year",1
"activities,baseball",38
"activities,golf",2
"activities,play",16
"activities,season",1
"activities,team",7
"activity,golf",2
"activity,play",1
"activity,players",2
"activity,season",4
"activity,team",1
"activity,year",1
"actor,game",1
"actors,players",1
"actors,season",2
"actors,year",1
"acts,baseball",4
"acts,league",1
"acts,players",2
"actual,baseball",1
"actual,game",4
"actual,league",8
"actual,players",9
"actual,season",1
"actual,team",2
"actual,time",1
"actual,year",1
"acumen,game",2
"acumen,league",1
"acuna,baseball",7
"acute,golf",1
"acute,players",1
"acute,season",4
"acute,team",1
"acutely,play",1
"acy,players",2
"ada,golf",8
"ada,players",2
"adage,golf",1
"adam,baseball",4
"adam,game",6
"adam,season",2
"adam,team",2
"adam,time",3
"adams,league",2
"adams,play",1
"adams,team",1
"adapt,league",2
"adapt,season",1
"adapt,team",1
"adapted,game",2
"adapted,league",1
"adapted,play",1
"adapted,season",1
"adapted his,game",1
"adapted his,players",1
"adaptive,baseball",4
"adaptive,game",2
"adaptive,golf",2
"adaptive,league",1
"adaptive,play",1
"adaptive,players",1
"adaptive,team",1
"add,baseball",1
"add,game",1
"add,golf",2
"add,league",1
"add,play",2
"add,players",7
"add,season",15
"add,team",2
"add,time",2
"add,year",8
"addiction,baseball",1
"addiction,players",1
"adding,game",2
"adding,golf",2
"adding,league",1
"adding,play",7
"adding,players",6
"adding,season",2
"adding,team",7
"adding,time",3
"adding,year",3
"addition,baseball",13
"addition,game",6
"addition,golf",12
"addition,league",3
"addition,play",6
"addition,players",16
"addition,season",6
"addition,team",16
"addition,time",1
"addition,year",7
"additional,baseball",9
"additional,game",3
"additional,golf",5
"additional,league",3
"additional,play",4
"additional,players",10
"additional,season",5
"additional,team",2
"additional,time",3
"additional,year",8
"additionally,golf",1
"additionally,players",2
"additionally,team",2
"additionally,year",1
"additions,play",1
"additions,players",1
"additions,team",3
"additions,time",2
"additions,year",2
"address,golf",6
"address,players",1
"address,season",1
"address,time",4
"addressed,baseball",2
"addressed,game",2
"addressed,golf",1
"addressed,play",5
"addressed,players",1
"addressed,season",2
"addressed,team",2
"addressed,time",3
"addressed,year",1
"addresses,time",1
"addressing,golf",1
"adds,game",2
"adds,play",1
"adds,year",3
"adebayo,league",1
"adebayo,play",1
"adebayo,players",3
"adebayo,team",1
"adebayo,year",3
"adelaide,game",3
"adelaide,season",1
"adelaide,year",2
"adept,season",1
"adequate,golf",1
"adequate,year",1
"adhere,baseball",1
"adidas,year",1
"adjacent,golf",2
"adjust,baseball",2
"adjust,game",1
"adjust,players",2
"adjust,season",1
"adjust,time",1
"adjusted,year",1
"adjusting,baseball",3
"adjusting,players",1
"adjustments,golf",1
"adjustments,season",4
"adjustments,team",2
"adjustments,year",2
"administer,game",2
"administer,golf",2
"administered,game",11
"administered,season",2
"administration,golf",4
"administrative,game",1
"administrative,golf",3
"administrativegovernment,baseball",1
"administrators,golf",2
"admirable,players",3
"admirable,season",1
"admirable,team",1
"admirable,year",2
"admire,players",1
"admired,golf",3
"admirer,game",1
"admires,year",1
"admission,golf",2
"admission,players",1
"admission,team",1
"admit,players",1
"admits,game",1
"admits,golf",1
"admits,players",1
"admits,time",1
"admits,year",1
"admitted,game",1
"admitted,golf",1
"admitted,league",1
"admitted,play",4
"admitted,players",1
"admitted,season",1
"admitted,team",2
"admitted,time",3
"admittedly,game",1
"admittedly,league",1
"admittedly,players",1
"admittedly,season",1
"admitting,players",2
"admitting,team",1
"adolescents,baseball",1
"adolescents,league",1
"adolescents,play",1
"adopt,golf",1
"adopt,time",1
"adorably,league",1
"adorably,play",2
"adrenaline,season",1
"adrenaline,team",1
"adrian,game",4
"adrian,golf",1
"adrian,league",2
"adrian,play",2
"adrian,players",2
"adrian,team",2
"adrian,year",2
"adult,game",1
"adult,league",1
"adult,time",1
"adults,baseball",2
"adults,golf",2
"adults,play",4
"adults,season",1
"advance,game",2
"advance,golf",1
"advance,play",4
"advance,season",3
"advance,year",5
"advanced,game",1
"advanced,golf",5
"advanced,league",3
"advanced,play",9
"advanced,players",5
"advanced,season",2
"advanced,team",2
"advanced,time",3
"advanced,year",7
"advancing,play",2
"advancing,year",3
"advantage,game",9
"advantage,play",4
"advantage,players",8
"advantage,season",9
"advantage,team",3
"advantage,time",4
"advantage,year",7
"advantages,game",1
"advantages,year",1
"adventure,league",2
"adventure,team",1
"adverse,players",1
"adverse,season",1
"adversely,season",1
"adversity,year",2
"advertising,golf",2
"advertising,play",1
"advertising,time",1
"advise,game",1
"advise,players",2
"advise,time",2
"advised,game",3
"advised,players",2
"advised,time",2
"advisor,league",1
"advisor,players",1
"advisory,baseball",1
"advisory,players",2
"advisory,team",1
"advisory,year",1
"advocate,league",3
"advocate,play",1
"advocate,players",2
"advocate,season",1
"advocate,team",4
"advocate,time",2
"advocate,year",1
"advocates,time",2
"aegon,team",4
"aeration,golf",1
"aeration,play",2
"aeration,season",1
"aerial,game",2
"aerial,season",2
"aerial,time",2
"aesthetic,baseball",3
"aesthetic,golf",1
"aesthetic,players",1
"aesthetic,season",2
"aesthetic,team",1
"aesthetic,time",1
"aesthetic,year",2
"aesthetics,golf",1
"aesthetics,season",2
"afc,season",1
"afc,time",1
"afca,game",2
"affair,play",1
"affair,team",2
"affair,year",1
"affairs,game",2
"affairs,golf",5
"affect,game",1
"affect,league",4
"affect,play",1
"affect,players",1
"affect,season",2
"affectionately,game",1
"affectionately,league",1
"affectionately,time",1
"affiliate,game",1
"afford,players",1
"afford,season",2
"afford,team",2
"afford,time",3
"afford,year",1
"affordable,golf",4
"afforded,league",1
"afforded,time",1
"affords,players",1
"afghanistan,year",1
"aficionados,game",1
"aficionados,golf",2
"afl,game",1
"afl,players",7
"afl,time",1
"aforementioned,game",1
"aforementioned,league",1
"aforementioned,play",1
"aforementioned,season",1
"aforementioned,team",1
"aforementioned,year",1
"afraid,play",1
"afraid,year",1
"african,game",2
"african,golf",9
"african,play",1
"african,players",4
"african,time",1
"africanamerican,game",4
"africanamerican,golf",17
"africanamerican,play",2
"africanamerican,players",2
"africanamerican,year",1
"afternoon,baseball",21
"afternoon,game",1
"afternoon,golf",2
"afternoon,season",1
"afternoon,team",2
"afternoon,year",1
"afterthought,season",2
"afterward,game",2
"afterward,golf",1
"aga,golf",4
"aga,play",2
"agas,game",2
"agas,golf",8
"agassi,game",1
"age,baseball",17
"age,game",15
"age,golf",9
"age,play",15
"age,players",8
"age,season",3
"age,team",9
"age,time",4
"age,year",9
"aged,baseball",14
"aged,game",1
"aged,league",2
"aged,play",9
"aged,players",1
"aged,season",1
"aged,year",1
"agency,game",4
"agency,league",2
"agency,players",2
"agency,season",2
"agency,team",4
"agency,time",1
"agency,year",4
"agenda,season",2
"agendas,players",2
"agendas,season",2
"agent,baseball",2
"agent,game",3
"agent,league",4
"agent,play",5
"agent,season",11
"agent,team",13
"agent,time",11
"agent,year",9
"agents,golf",1
"agents,players",2
"agents,season",4
"agents,team",2
"agents,year",2
"ages,baseball",22
"ages,game",10
"ages,league",7
"ages,play",38
"ages,players",2
"ages,season",2
"ages,team",7
"ages,time",1
"ages,year",1
"aggies,game",2
"aggies,season",2
"aggravated,team",1
"aggravation,season",2
"aggregateto,season",1
"aggregateto,year",2
"aggressive,game",3
"aggressive,league",1
"aggressive,play",2
"aggressive,players",1
"aggressive,season",1
"aggressively,league",2
"aggressively,players",2
"aggressively,season",1
"aggressively,team",2
"aggressively,time",4
"aggressiveness,season",1
"aggressiveness,year",3
"agile,players",1
"agility,baseball",7
"agility,play",7
"agility,players",6
"aging,team",1
"agnieszka,game",2
"agnieszka,time",2
"agoare,team",1
"agree,baseball",1
"agree,game",1
"agree,league",3
"agree,season",4
"agree,team",2
"agree,time",4
"agree,year",1
"agreed,league",1
"agreed,players",1
"agreed,team",1
"agreement,baseball",1
"agreement,golf",1
"agreement,play",2
"agreement,season",1
"agreement,year",1
"agrees,game",1
"agrees,time",1
"agronomic,players",1
"agronomist,golf",1
"agronomist,time",1
"agronomy,team",1
"agut,game",1
"agut,year",1
"ai,season",1
"aia,players",1
"aid,baseball",7
"aid,league",1
"aid,play",1
"aid,players",8
"aid,season",1
"aide,baseball",1
"aide,game",1
"aided,year",2
"aids,play",2
"ailing,game",1
"ailing,league",1
"ailing,season",1
"ailing,team",2
"ailing,time",2
"aim,golf",1
"aim,play",1
"aim,players",1
"aim,team",2
"aim,year",6
"aims,baseball",14
"aims,play",7
"aims,season",1
"aims,time",1
"ainge,season",1
"air,baseball",1
"air,game",7
"air,golf",7
"air,play",1
"air,players",1
"air,season",10
"air,team",8
"air,year",5
"aires,golf",2
"aires,players",1
"aires,team",1
"aires,time",1
"airplane,team",1
"airy,season",1
"aisle,game",1
"aj,baseball",2
"aj,game",2
"aj,year",4
"ajax,game",1
"ajax,league",1
"ajax,season",2
"ajax,team",1
"ajg,golf",3
"ajg,players",1
"ajga,play",1
"ajga,year",1
"aka,game",1
"akemi,play",4
"akemi,players",2
"akemi,year",2
"akin,play",1
"ala,game",2
"alabama,game",6
"alabama,golf",2
"alabama,league",2
"alabama,season",1
"alabama,team",11
"alabama,time",4
"alabama,year",8
"alabamaearned,game",10
"alabamaearned,play",2
"alabamaflorida,game",2
"alamo,season",2
"alan,season",1
"alan,year",1
"alarm,team",1
"alarming,team",1
"alas,play",4
"alas,team",1
"alas,time",1
"alaska,baseball",14
"alaska,game",7
"alaska,league",7
"alaska,year",7
"albeit,game",2
"albeit,team",2
"albeit,year",4
"albert,golf",1
"albert,year",1
"album,play",2
"alcohol,year",2
"alderwood,game",1
"alderwood,play",1
"alderwood,time",1
"alderwood,year",1
"aldridge,play",2
"aldridge,season",2
"aldridge,team",2
"aldridge,time",2
"alds,game",2
"alec,game",1
"alec,season",1
"alec,team",1
"alejandro,golf",1
"alejandro,time",1
